gisaid_epi_isl,division,location,pangolin_lineage,date_submitted
EPI_ISL_16636003,Shanghai,Minhang,BF.7.14,2023-01-24
EPI_ISL_16636004,Shanghai,Minhang,DY.3,2023-01-24
EPI_ISL_16636005,Shanghai,Minhang,BF.7.14,2023-01-24
EPI_ISL_16636006,Shanghai,Songjiang,BF.7.14,2023-01-24
EPI_ISL_16636007,Xinjiang,Hami,BF.7.14.1,2023-01-24
EPI_ISL_16636008,Xinjiang,Hami,BF.7.14,2023-01-24
EPI_ISL_16636009,Xinjiang,Hami,BF.7.14.1,2023-01-24
EPI_ISL_16636010,Xinjiang,Hami,DY.2,2023-01-24
EPI_ISL_16636011,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636012,Xinjiang,Hami,DY.4,2023-01-24
EPI_ISL_16636013,Xinjiang,Hami,BF.7.14.1,2023-01-24
EPI_ISL_16636014,Xinjiang,Hami,BA.5.2.50,2023-01-24
EPI_ISL_16636015,Xinjiang,Hami,BF.7.14.4,2023-01-24
EPI_ISL_16636032,Xinjiang,Hami,DY.2,2023-01-24
EPI_ISL_16636017,Xinjiang,Kelamayi,BF.7.14,2023-01-24
EPI_ISL_16636018,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636019,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636020,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636021,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636022,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636026,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636023,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636024,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636025,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636027,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636028,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16636029,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636030,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636041,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636033,Xinjiang,Hami,BA.5.2.49,2023-01-24
EPI_ISL_16636034,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636040,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636035,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16636036,Xinjiang,Yining,BF.7.14.7,2023-01-24
EPI_ISL_16636037,Xinjiang,Yining,BA.5.2,2023-01-24
EPI_ISL_16636038,Xinjiang,Yining,BF.7.14.4,2023-01-24
EPI_ISL_16636039,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636042,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636043,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636044,Xinjiang,Yining,DY.1,2023-01-24
EPI_ISL_16636045,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636046,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636047,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636048,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636049,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636050,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636051,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636052,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636053,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636054,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636055,Xinjiang,Urumchi,DY.1,2023-01-24
EPI_ISL_16636056,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636057,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636058,Xinjiang,Bozhou,DY.4,2023-01-24
EPI_ISL_16636059,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636060,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636075,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636061,Xinjiang,Urumchi,DY.3,2023-01-24
EPI_ISL_16636062,Xinjiang,Urumchi,DY.1,2023-01-24
EPI_ISL_16636064,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636065,Xinjiang,Bohu,DY.1,2023-01-24
EPI_ISL_16636066,Xinjiang,Heshuo,BF.7.14.6,2023-01-24
EPI_ISL_16636067,Xinjiang,Koral,BA.5.2.48,2023-01-24
EPI_ISL_16636068,Xinjiang,Qiemo,DY.1,2023-01-24
EPI_ISL_16636069,Xinjiang,Korla,DY.1,2023-01-24
EPI_ISL_16636070,Xinjiang,Ruoqiang,DY.4,2023-01-24
EPI_ISL_16636071,Xinjiang,Korla,DY.4,2023-01-24
EPI_ISL_16636072,Xinjiang,Yuli,DY.1,2023-01-24
EPI_ISL_16636073,Xinjiang,Luntai,BA.5.2,2023-01-24
EPI_ISL_16636074,Xinjiang,Yanqi,DY.1,2023-01-24
EPI_ISL_16636076,Xinjiang,Yining,BA.5.2.50,2023-01-24
EPI_ISL_16636077,Xinjiang,Yining,DY.2,2023-01-24
EPI_ISL_16636078,Xinjiang,Yining,BA.5.2.50,2023-01-24
EPI_ISL_16636079,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636080,Xinjiang,Yining,DY.1,2023-01-24
EPI_ISL_16636081,Xinjiang,Yining,BF.7.14,2023-01-24
EPI_ISL_16636082,Xinjiang,Yining,BF.7.14.2,2023-01-24
EPI_ISL_16636083,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636084,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636085,Xinjiang,turpan,BA.5.2.49,2023-01-24
EPI_ISL_16636086,Xinjiang,turpan,BF.7.14,2023-01-24
EPI_ISL_16636087,Xinjiang,turpan,BF.7.14,2023-01-24
EPI_ISL_16636088,Xinjiang,turpan,BA.5.2.49,2023-01-24
EPI_ISL_16636089,Xinjiang,turpan,DY.1,2023-01-24
EPI_ISL_16636090,Xinjiang,turpan,BA.5.2.49,2023-01-24
EPI_ISL_16636091,Xinjiang,turpan,DY.2,2023-01-24
EPI_ISL_16636092,Xinjiang,turpan,BA.5.2.48,2023-01-24
EPI_ISL_16636099,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636118,Xinjiang,Yining,BF.7.14,2023-01-24
EPI_ISL_16636093,Xinjiang,turpan,DY.2,2023-01-24
EPI_ISL_16636095,Xinjiang,turpan,BA.5.2.48,2023-01-24
EPI_ISL_16636104,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636094,Xinjiang,turpan,BF.7.14,2023-01-24
EPI_ISL_16636097,Xinjiang,Hetian,DY.1,2023-01-24
EPI_ISL_16636096,Xinjiang,turpan,DY.4,2023-01-24
EPI_ISL_16636110,Xinjiang,Aksu,BA.5.2.48,2023-01-24
EPI_ISL_16636098,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636117,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636100,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636101,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636102,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636105,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636103,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636108,Xinjiang,Aksu,DY.1,2023-01-24
EPI_ISL_16636106,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636107,Xinjiang,Aksu,DY.4,2023-01-24
EPI_ISL_16636109,Xinjiang,Aksu,DY.1,2023-01-24
EPI_ISL_16636111,Xinjiang,Aksu,DY.1,2023-01-24
EPI_ISL_16636112,Xinjiang,Aksu,BA.5.2.48,2023-01-24
EPI_ISL_16636113,Xinjiang,Aksu,BA.5.2.48,2023-01-24
EPI_ISL_16636114,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636115,Xinjiang,Yining,DY.1,2023-01-24
EPI_ISL_16636116,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636124,Xinjiang,Yining,DY.1,2023-01-24
EPI_ISL_16636134,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636119,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636120,Xinjiang,Yining,DY.1,2023-01-24
EPI_ISL_16636133,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636121,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636135,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636137,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636122,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636123,Xinjiang,Yining,DY.4,2023-01-24
EPI_ISL_16636125,Xinjiang,Yining,BA.5.2.50,2023-01-24
EPI_ISL_16636126,Xinjiang,Yining,BA.5.2.50,2023-01-24
EPI_ISL_16636127,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636128,Xinjiang,Yining,BF.7.14.4,2023-01-24
EPI_ISL_16636129,Xinjiang,Yining,BA.5.2.49,2023-01-24
EPI_ISL_16636130,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636131,Xinjiang,Yining,BA.5.2.48,2023-01-24
EPI_ISL_16636132,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636136,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636138,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636145,Xinjiang,Urumchi,DY.4,2023-01-24
EPI_ISL_16636139,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636140,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636141,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636142,Xinjiang,Urumchi,BA.5.2.49,2023-01-24
EPI_ISL_16636143,Xinjiang,Urumchi,BA.5.2.48,2023-01-24
EPI_ISL_16636144,Xinjiang,Urumchi,BF.7.14,2023-01-24
EPI_ISL_16636146,Xinjiang,Aksu,BA.5.2.48,2023-01-24
EPI_ISL_16636147,Xinjiang,Aksu,DY.1,2023-01-24
EPI_ISL_16636148,Xinjiang,Aksu,BA.5.2.48,2023-01-24
EPI_ISL_16636149,Xinjiang,Aksu,DY.1,2023-01-24
EPI_ISL_16636157,Xinjiang,Hami,DY.2,2023-01-24
EPI_ISL_16636150,Xinjiang,Aksu,DY.1,2023-01-24
EPI_ISL_16636151,Xinjiang,Aksu,BA.5.2.48,2023-01-24
EPI_ISL_16636152,Xinjiang,Aksu,DY.4,2023-01-24
EPI_ISL_16636153,Xinjiang,Aksu,DY.4,2023-01-24
EPI_ISL_16636154,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636155,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16636156,Xinjiang,Hami,BA.5.2.49,2023-01-24
EPI_ISL_16636158,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16636159,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636160,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636161,Xinjiang,Hami,DY.4,2023-01-24
EPI_ISL_16636162,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636163,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636164,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636165,Xinjiang,Hami,BA.5.2.49,2023-01-24
EPI_ISL_16636166,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636167,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16636168,Xinjiang,Hami,BA.5.2.49,2023-01-24
EPI_ISL_16636169,Xinjiang,Hami,DY.2,2023-01-24
EPI_ISL_16636170,Xinjiang,Hami,DY.1,2023-01-24
EPI_ISL_16636171,Xinjiang,Hami,BF.7.14,2023-01-24
EPI_ISL_16636172,Xinjiang,Hami,DY.4,2023-01-24
EPI_ISL_16636173,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16636174,Guizhou,Tongren,BF.7.14.5,2023-01-24
EPI_ISL_16636175,Guizhou,Tongren,DY.3,2023-01-24
EPI_ISL_16636176,Guizhou,Tongren,DY.4,2023-01-24
EPI_ISL_16636177,Guizhou,Tongren,DY.3,2023-01-24
EPI_ISL_16636178,Guizhou,Tongren,BF.7,2023-01-24
EPI_ISL_16636179,Guizhou,Tongren,BF.7.14.5,2023-01-24
EPI_ISL_16636180,Guizhou,Tongren,DY.4,2023-01-24
EPI_ISL_16636181,Guizhou,Tongren,DY.2,2023-01-24
EPI_ISL_16636182,Guizhou,Tongren,DY.4,2023-01-24
EPI_ISL_16636063,Xinjiang,Urumchi,DY.1,2023-01-24
EPI_ISL_16636031,Xinjiang,Hami,BA.5.2.48,2023-01-24
EPI_ISL_16635955,Xinjiang,Bayingolin,DY.1,2023-01-24
EPI_ISL_16635693,Zhejiang,Jinhua,DY.4,2023-01-24
EPI_ISL_16635645,Zhejiang,Jinhua,BA.5.2,2023-01-24
EPI_ISL_16635418,Zhejiang,Hangzhou,DY.2,2023-01-24
EPI_ISL_16635415,Zhejiang,Hangzhou,BA.5.2.48,2023-01-24
EPI_ISL_16635404,Zhejiang,Shaoxing,BA.5.1.32,2023-01-24
EPI_ISL_16635372,Zhejiang,Zhoushan,BF.7.14,2023-01-24
EPI_ISL_16698147,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698146,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698145,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698144,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698056,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698143,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698142,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698141,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698140,Chongqing,,BA.5.2.48,2023-01-27
EPI_ISL_16698059,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698058,Xinjiang,Bingtuan,BA.5.2.50,2023-01-27
EPI_ISL_16698057,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698052,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698051,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698050,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698049,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698048,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698047,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698046,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698045,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698044,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698043,Xinjiang,Bingtuan,BF.7.14,2023-01-27
EPI_ISL_16698042,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698041,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698040,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698039,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698038,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698037,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698036,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698035,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698034,Xinjiang,Bingtuan,BA.5.2.50,2023-01-27
EPI_ISL_16698033,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698032,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698031,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698030,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698029,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698028,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698027,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698026,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698025,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698024,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698023,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698022,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698021,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698020,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698019,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698018,Xinjiang,Bingtuan,BF.7.14,2023-01-27
EPI_ISL_16698017,Xinjiang,Bingtuan,BA.5.2,2023-01-27
EPI_ISL_16698016,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698015,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698014,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698013,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698012,Xinjiang,Bingtuan,BF.7.14,2023-01-27
EPI_ISL_16698011,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698010,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698009,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698008,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698007,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698006,Xinjiang,Bingtuan,DY.1,2023-01-27
EPI_ISL_16698005,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698004,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16698003,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16698002,Xinjiang,Bingtuan,DY.2,2023-01-27
EPI_ISL_16698001,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16698000,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16697999,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16697998,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16697997,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16697996,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16697995,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16697994,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16697993,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16697992,Xinjiang,Bingtuan,DY.4,2023-01-27
EPI_ISL_16697991,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16697990,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16697989,Xinjiang,Bingtuan,BA.5.2.49,2023-01-27
EPI_ISL_16697988,Xinjiang,Bingtuan,BA.5.2.48,2023-01-27
EPI_ISL_16683726,Anhui,Luan,DY.4,2023-01-26
EPI_ISL_16683725,Anhui,Luan,DY.4,2023-01-26
EPI_ISL_16683724,Anhui,Luan,DZ.1,2023-01-26
EPI_ISL_16683723,Anhui,Luan,DY.4,2023-01-26
EPI_ISL_16683722,Anhui,Luan,DY.2,2023-01-26
EPI_ISL_16683721,Anhui,Luan,DY.4,2023-01-26
EPI_ISL_16679377,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679376,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679375,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679374,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679373,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679372,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679371,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679370,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679369,Anhui,Fuyang,DZ.1,2023-01-26
EPI_ISL_16679368,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679367,Anhui,Fuyang,BA.5.2.48,2023-01-26
EPI_ISL_16679366,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679365,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679364,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679363,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679362,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679361,Anhui,Fuyang,DY.1,2023-01-26
EPI_ISL_16679360,Anhui,Fuyang,DY.3,2023-01-26
EPI_ISL_16679359,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679358,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679357,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679356,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679355,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679354,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679353,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679352,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679351,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679350,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679349,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679348,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679347,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679346,Anhui,Fuyang,DY.4,2023-01-26
EPI_ISL_16679345,Anhui,Fuyang,BA.5.2.49,2023-01-26
EPI_ISL_16679344,Anhui,Fuyang,BF.7.14,2023-01-26
EPI_ISL_16679343,Anhui,Fuyang,DY.2,2023-01-26
EPI_ISL_16679342,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679341,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679340,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679339,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679338,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679337,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679336,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679335,Anhui,Fuyang,BF.7.14.4,2023-01-26
EPI_ISL_16679334,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679333,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679332,Xinjiang,Bingtuan,BA.5.2,2023-01-26
EPI_ISL_16679331,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679330,Xinjiang,Bingtuan,BF.7.14,2023-01-26
EPI_ISL_16679329,Xinjiang,Bingtuan,DY.4,2023-01-26
EPI_ISL_16679328,Xinjiang,Bingtuan,DY.4,2023-01-26
EPI_ISL_16679327,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679326,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679325,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679324,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679323,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679322,Xinjiang,Bingtuan,DY.4,2023-01-26
EPI_ISL_16679321,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679320,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679319,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679318,Xinjiang,Bingtuan,BF.7.14,2023-01-26
EPI_ISL_16679317,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679316,Xinjiang,Bingtuan,BF.7.14,2023-01-26
EPI_ISL_16679315,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16679314,Xinjiang,Bingtuan,BA.5.2.48,2023-01-26
EPI_ISL_16679313,Xinjiang,Bingtuan,BA.5.2.49,2023-01-26
EPI_ISL_16673461,Henan,Zhengzhou,BA.5.2.48,2023-01-26
EPI_ISL_16673460,Henan,Zhengzhou,BA.5.2.48,2023-01-26
EPI_ISL_16673459,Henan,Zhengzhou,DY.4,2023-01-26
EPI_ISL_16673458,Henan,Zhengzhou,BA.5.2.48,2023-01-26
EPI_ISL_16673457,Henan,Zhengzhou,BA.5.2.48,2023-01-26
EPI_ISL_16673456,Henan,Zhengzhou,BA.5.2.48,2023-01-26
EPI_ISL_16673455,Henan,Zhengzhou,BA.5.2.48,2023-01-26
EPI_ISL_16671023,Jiangsu,Yancheng,DY.4,2023-01-25
EPI_ISL_16671022,Jiangsu,Yancheng,BF.7.14.4,2023-01-25
EPI_ISL_16671021,Jiangsu,Yancheng,DY.1,2023-01-25
EPI_ISL_16671020,Jiangsu,Yancheng,DY.4,2023-01-25
EPI_ISL_16671019,Jiangsu,Yancheng,DY.1,2023-01-25
EPI_ISL_16671018,Jiangsu,Yancheng,BA.5.2.48,2023-01-25
EPI_ISL_16671017,Jiangsu,Yancheng,BF.7.14,2023-01-25
EPI_ISL_16671016,Jiangsu,Yancheng,DY.2,2023-01-25
EPI_ISL_16671015,Jiangsu,Yancheng,DY.2,2023-01-25
EPI_ISL_16671014,Jiangsu,Taizhou,BF.7.14.6,2023-01-25
EPI_ISL_16671013,Jiangsu,Taizhou,DY.2,2023-01-25
EPI_ISL_16671012,Jiangsu,Taizhou,DY.4,2023-01-25
EPI_ISL_16671011,Jiangsu,Taizhou,BF.7.14.4,2023-01-25
EPI_ISL_16671010,Jiangsu,Taizhou,DY.1,2023-01-25
EPI_ISL_16671009,Jiangsu,Taizhou,DY.2,2023-01-25
EPI_ISL_16671008,Jiangsu,Lianyungang,BF.7.14,2023-01-25
EPI_ISL_16671007,Jiangsu,Lianyungang,BF.7.14,2023-01-25
EPI_ISL_16671006,Jiangsu,Wuxi,BF.7.14,2023-01-25
EPI_ISL_16671005,Jiangsu,Xuzhou,DY.2,2023-01-25
EPI_ISL_16671004,Jiangsu,Xuzhou,BF.7.14,2023-01-25
EPI_ISL_16671003,Jiangsu,Xuzhou,BA.5.2.48,2023-01-25
EPI_ISL_16671002,Jiangsu,Xuzhou,DY.4,2023-01-25
EPI_ISL_16671001,Jiangsu,Xuzhou,DY.4,2023-01-25
